"","Domain","Elevation","Year","Pop","Pop2","Indv","Weight","SVL","n","Temperature"
"543","Red",1520,2017,"RLFlor","RLFlor17","RLaFlor_10",1.71,26.5,"Temp5",23.2
"544","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp5",24.4
"545","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp5",24
"546","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3",0.7,19.1,"Temp5",25.6
"547","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp5",23.2
"548","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp5",24.4
"549","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp5",24.4
"550","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp5",25.3
"551","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp5",22.5
"552","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp5",NA
"553","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp5",25
"554","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp5",25.2
"555","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp5",24.3
"556","Green",826,2018,"NvaLib","NvaLib18","NvaLib_1",NA,23.73,"Temp1",24.5
"557","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2",NA,30.61,"Temp1",24.3
"558","Green",727,2018,"NvaLib","NvaLib18","NvaLib_3",NA,25.18,"Temp1",24.6
"559","Green",835,2018,"NvaLib","NvaLib18","NvaLib_4",NA,23.34,"Temp1",24
"560","Green",828,2018,"NvaLib","NvaLib18","NvaLib_5",NA,23.49,"Temp1",24.9
"561","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6",NA,22.23,"Temp1",24.3
"562","Green",828,2018,"NvaLib","NvaLib18","NvaLib_7",NA,22.67,"Temp1",25.1
"563","Green",828,2018,"NvaLib","NvaLib18","NvaLib_8",NA,24.82,"Temp1",24.5
"564","Green",846,2018,"NvaLib","NvaLib18","NvaLib_9",NA,22.95,"Temp1",24
"565","Green",824,2018,"NvaLib","NvaLib18","NvaLib_10",NA,24.5,"Temp1",24.4
"566","Orange",700,2018,"Palestina","Pales18","Pal_1",1.2,24.01,"Temp1",23.6
"567","Orange",751,2018,"Palestina","Pales18","Pal_2",1.17,23.2,"Temp1",22.3
"568","Orange",746,2018,"Palestina","Pales18","Pal_3",0.97,23.14,"Temp1",24.2
"569","Orange",736,2018,"Palestina","Pales18","Pal_4",1.5,25.99,"Temp1",21.8
"570","Orange",733,2018,"Palestina","Pales18","Pal_5",1.31,23.69,"Temp1",22.4
"571","Orange",722,2018,"Palestina","Pales18","Pal_6",1.13,20.76,"Temp1",23.2
"572","Orange",728,2018,"Palestina","Pales18","Pal_7",1.6,26.43,"Temp1",21.6
"573","Orange",751,2018,"Palestina","Pales18","Pal_8",1.02,22.68,"Temp1",23.3
"574","Orange",752,2018,"Palestina","Pales18","Pal_9",1.24,24.25,"Temp1",22.6
"575","Orange",750,2018,"Palestina","Pales18","Pal_10",1.21,23.82,"Temp1",23.8
"576","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_1",0.95,22.81,"Temp1",21
"577","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_2",1.49,24.49,"Temp1",19.3
"578","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_3",1.36,24.41,"Temp1",18.3
"579","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_4",1.11,23.63,"Temp1",23
"580","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_5",1.18,24.43,"Temp1",20.3
"581","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_6",1.27,24.08,"Temp1",19.3
"582","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_7",1.32,24.9,"Temp1",21.2
"583","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_8",1.29,22.86,"Temp1",22.3
"584","Orange",854,2018,"SalUrb","SalUrb18","SalUrb_9",1.51,25.48,"Temp1",23
"585","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_10",1.27,23.37,"Temp1",21.3
"586","Yellow",1135,2018,"NBI","NBI18","NBravo_1",1.31,24.6,"Temp1",21
"587","Yellow",1087,2018,"NBI","NBI18","NBravo_2",1.14,24,"Temp1",23
"588","Yellow",1083,2018,"NBI","NBI18","NBravo_3",1.18,25.2,"Temp1",21
"589","Yellow",1144,2018,"NBI","NBI18","NBravo_4",1.12,22.4,"Temp1",21.8
"590","Yellow",1147,2018,"NBI","NBI18","NBravo_5",1.37,24.5,"Temp1",20.06
"591","Yellow",1193,2018,"NBI","NBI18","NBravo_6",1.22,22.8,"Temp1",21.6
"592","Yellow",1122,2018,"NBI","NBI18","NBravo_7",1.34,25.7,"Temp1",23.7
"593","Yellow",1130,2018,"NBI","NBI18","NBravo_8",1.36,25.4,"Temp1",21.4
"594","Yellow",1063,2018,"NBI","NBI18","NBravo_9",1.29,23.8,"Temp1",19.2
"595","Yellow",1127,2018,"NBI","NBI18","NBravo_10",1.56,27.4,"Temp1",22.6
"596","Yellow",1151,2018,"NBI","NBI18","NBravo_11",1.46,26,"Temp1",20.1
"597","Yellow",1199,2018,"NBI","NBI18","NBravo_12",1.94,27.69,"Temp1",22.2
"598","Yellow",1295,2018,"CINLib","CINLib18","CINvLib1",1.37,25.49,"Temp1",23.7
"599","Yellow",1291,2018,"CINLib","CINLib18","CINvLib2",1.03,22.64,"Temp1",23.8
"600","Yellow",1282,2018,"CINLib","CINLib18","CINvLib3",1.12,25.13,"Temp1",24.6
"601","Yellow",1268,2018,"CINLib","CINLib18","CINvLib4",1.05,24.67,"Temp1",22.3
"602","Yellow",1253,2018,"CINLib","CINLib18","CINvLib5",1.05,24.74,"Temp1",22.1
"603","Yellow",1201,2018,"CINLib","CINLib18","CINvLib6",1.13,25.53,"Temp1",21.4
"604","Yellow",1182,2018,"CINLib","CINLib18","CINvLib7",0.96,24.37,"Temp1",25.1
"605","Yellow",1155,2018,"CINLib","CINLib18","CINvLib8",0.84,23.05,"Temp1",22.8
"606","Yellow",1130,2018,"CINLib","CINLib18","CINvLib9",1.22,24.91,"Temp1",26.4
"607","Yellow",1125,2018,"CINLib","CINLib18","CINvLib10",0.69,22.25,"Temp1",25.5
"608","Yellow",1086,2018,"CINLib","CINLib18","CINvLib11",1.28,25.67,"Temp1",23.6
"609","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1",1.61,25.31,"Temp1",20
"610","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2",1.13,22.71,"Temp1",19.9
"611","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3",1.74,25.92,"Temp1",25.4
"612","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4",0.54,18.6,"Temp1",25.2
"613","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5",0.6,17.89,"Temp1",20.2
"614","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6",2.74,29.93,"Temp1",17.9
"615","Red",1403,2018,"Palmas","Palm18","Palmas_1",1.16,24.2,"Temp1",22.1
"616","Red",1367,2018,"Palmas","Palm18","Palmas_2",1.71,24.8,"Temp1",19.8
"617","Red",1363,2018,"Palmas","Palm18","Palmas_3",1.43,23.6,"Temp1",20.6
"618","Red",1402,2018,"Palmas","Palm18","Palmas_4",1.51,24,"Temp1",21.6
"619","Red",1390,2018,"Palmas","Palm18","Palmas_5",1.52,25,"Temp1",22.4
"620","Red",1358,2018,"Palmas","Palm18","Palmas_6",1.51,25.7,"Temp1",22.9
"621","Red",1392,2018,"Palmas","Palm18","Palmas_7",1.53,24.8,"Temp1",22.2
"622","Red",1393,2018,"Palmas","Palm18","Palmas_8",1.49,27.3,"Temp1",21.9
"623","Red",1352,2018,"Palmas","Palm18","Palmas_9",1.65,24.9,"Temp1",22.9
"624","Red",1360,2018,"Palmas","Palm18","Palmas_10",1.23,22.8,"Temp1",22.7
"625","Red",1389,2018,"Palmas","Palm18","Palmas_11",1.5,23.3,"Temp1",21.3
"626","Red",1514,2018,"LagLon","LagLon18","LagLon_1",1.23,23.1,"Temp1",21.3
"627","Red",1468,2018,"LagLon","LagLon18","LagLon_2",1.31,23.8,"Temp1",23
"628","Red",1456,2018,"LagLon","LagLon18","LagLon_3",1.36,24.7,"Temp1",21.3
"629","Red",1433,2018,"LagLon","LagLon18","LagLon_4",1.44,24.8,"Temp1",22.2
"630","Red",1524,2018,"LagLon","LagLon18","LagLon_5",1.46,25.3,"Temp1",22.5
"631","Red",1492,2018,"LagLon","LagLon18","LagLon_6",1.59,25.9,"Temp1",21.2
"632","Red",1457,2018,"LagLon","LagLon18","LagLon_7",1.6,25,"Temp1",21.5
"633","Red",1454,2018,"LagLon","LagLon18","LagLon_8",1.63,24.1,"Temp1",22.1
"634","Red",1479,2018,"LagLon","LagLon18","LagLon_9",1.65,25.2,"Temp1",22.3
"635","Red",1490,2018,"LagLon","LagLon18","LagLon_10",1.86,27.9,"Temp1",22
"636","Red",1523,2018,"LagLon","LagLon18","LagLon_11",1.86,25.8,"Temp1",22.5
"637","Red",1518,2018,"LagLon","LagLon18","LagLon_12",1.91,27.8,"Temp1",20
"638","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1",1.95,24.19,"Temp1",20.3
"639","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2",1.3,19.6,"Temp1",20.5
"640","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3",0.95,17.47,"Temp1",21.7
"641","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4",1,18.59,"Temp1",22.2
"642","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5",1.55,20.46,"Temp1",21.3
"643","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6",1.1,19.01,"Temp1",20.6
"644","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7",1.1,19.36,"Temp1",21.5
"645","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8",1.2,18.64,"Temp1",20.1
"646","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9",1.1,17.95,"Temp1",21.9
"647","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10",1.1,18.75,"Temp1",20
"648","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11",1.2,19.39,"Temp1",21.1
"649","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp1",22.9
"650","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp1",22.5
"651","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3",0.7,19.1,"Temp1",24.9
"652","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp1",27.5
"653","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp1",23.8
"654","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp1",25.7
"655","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp1",23.7
"656","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp1",25.8
"657","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp1",27.2
"658","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp1",25.5
"659","Green",826,2018,"NvaLib","NvaLib18","NvaLib_1",NA,23.73,"Temp2",24.5
"660","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2",NA,30.61,"Temp2",23.2
"661","Green",727,2018,"NvaLib","NvaLib18","NvaLib_3",NA,25.18,"Temp2",25.2
"662","Green",835,2018,"NvaLib","NvaLib18","NvaLib_4",NA,23.34,"Temp2",24.6
"663","Green",828,2018,"NvaLib","NvaLib18","NvaLib_5",NA,23.49,"Temp2",25.4
"664","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6",NA,22.23,"Temp2",20.6
"665","Green",828,2018,"NvaLib","NvaLib18","NvaLib_7",NA,22.67,"Temp2",22.9
"666","Green",828,2018,"NvaLib","NvaLib18","NvaLib_8",NA,24.82,"Temp2",24
"667","Green",846,2018,"NvaLib","NvaLib18","NvaLib_9",NA,22.95,"Temp2",22.9
"668","Green",824,2018,"NvaLib","NvaLib18","NvaLib_10",NA,24.5,"Temp2",24.8
"669","Orange",700,2018,"Palestina","Pales18","Pal_1",1.2,24.01,"Temp2",21.6
"670","Orange",751,2018,"Palestina","Pales18","Pal_2",1.17,23.2,"Temp2",23.3
"671","Orange",746,2018,"Palestina","Pales18","Pal_3",0.97,23.14,"Temp2",25.7
"672","Orange",736,2018,"Palestina","Pales18","Pal_4",1.5,25.99,"Temp2",22.5
"673","Orange",733,2018,"Palestina","Pales18","Pal_5",1.31,23.69,"Temp2",21.4
"674","Orange",722,2018,"Palestina","Pales18","Pal_6",1.13,20.76,"Temp2",23.8
"675","Orange",728,2018,"Palestina","Pales18","Pal_7",1.6,26.43,"Temp2",25
"676","Orange",751,2018,"Palestina","Pales18","Pal_8",1.02,22.68,"Temp2",21.8
"677","Orange",752,2018,"Palestina","Pales18","Pal_9",1.24,24.25,"Temp2",22.4
"678","Orange",750,2018,"Palestina","Pales18","Pal_10",1.21,23.82,"Temp2",24.1
"679","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_1",0.95,22.81,"Temp2",21.2
"680","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_2",1.49,24.49,"Temp2",18.6
"681","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_3",1.36,24.41,"Temp2",21.9
"682","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_4",1.11,23.63,"Temp2",20.7
"683","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_5",1.18,24.43,"Temp2",19.8
"684","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_6",1.27,24.08,"Temp2",20.3
"685","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_7",1.32,24.9,"Temp2",21
"686","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_8",1.29,22.86,"Temp2",21.5
"687","Orange",854,2018,"SalUrb","SalUrb18","SalUrb_9",1.51,25.48,"Temp2",20
"688","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_10",1.27,23.37,"Temp2",20
"689","Yellow",1135,2018,"NBI","NBI18","NBravo_1",1.31,24.6,"Temp2",21.5
"690","Yellow",1087,2018,"NBI","NBI18","NBravo_2",1.14,24,"Temp2",19.08
"691","Yellow",1083,2018,"NBI","NBI18","NBravo_3",1.18,25.2,"Temp2",20.8
"692","Yellow",1144,2018,"NBI","NBI18","NBravo_4",1.12,22.4,"Temp2",16.3
"693","Yellow",1147,2018,"NBI","NBI18","NBravo_5",1.37,24.5,"Temp2",20.8
"694","Yellow",1193,2018,"NBI","NBI18","NBravo_6",1.22,22.8,"Temp2",21.5
"695","Yellow",1122,2018,"NBI","NBI18","NBravo_7",1.34,25.7,"Temp2",19.2
"696","Yellow",1130,2018,"NBI","NBI18","NBravo_8",1.36,25.4,"Temp2",19.2
"697","Yellow",1063,2018,"NBI","NBI18","NBravo_9",1.29,23.8,"Temp2",19.7
"698","Yellow",1127,2018,"NBI","NBI18","NBravo_10",1.56,27.4,"Temp2",23.2
"699","Yellow",1151,2018,"NBI","NBI18","NBravo_11",1.46,26,"Temp2",18
"700","Yellow",1199,2018,"NBI","NBI18","NBravo_12",1.94,27.69,"Temp2",19.2
"701","Yellow",1295,2018,"CINLib","CINLib18","CINvLib1",1.37,25.49,"Temp2",24.3
"702","Yellow",1291,2018,"CINLib","CINLib18","CINvLib2",1.03,22.64,"Temp2",21.6
"703","Yellow",1282,2018,"CINLib","CINLib18","CINvLib3",1.12,25.13,"Temp2",23.7
"704","Yellow",1268,2018,"CINLib","CINLib18","CINvLib4",1.05,24.67,"Temp2",23.7
"705","Yellow",1253,2018,"CINLib","CINLib18","CINvLib5",1.05,24.74,"Temp2",22.3
"706","Yellow",1201,2018,"CINLib","CINLib18","CINvLib6",1.13,25.53,"Temp2",19.4
"707","Yellow",1182,2018,"CINLib","CINLib18","CINvLib7",0.96,24.37,"Temp2",19.9
"708","Yellow",1155,2018,"CINLib","CINLib18","CINvLib8",0.84,23.05,"Temp2",23.9
"709","Yellow",1130,2018,"CINLib","CINLib18","CINvLib9",1.22,24.91,"Temp2",26.1
"710","Yellow",1125,2018,"CINLib","CINLib18","CINvLib10",0.69,22.25,"Temp2",22.6
"711","Yellow",1086,2018,"CINLib","CINLib18","CINvLib11",1.28,25.67,"Temp2",24
"712","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1",1.61,25.31,"Temp2",19.6
"713","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2",1.13,22.71,"Temp2",19.4
"714","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3",1.74,25.92,"Temp2",20.8
"715","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4",0.54,18.6,"Temp2",19.1
"716","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5",0.6,17.89,"Temp2",19.8
"717","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6",2.74,29.93,"Temp2",19.8
"718","Red",1403,2018,"Palmas","Palm18","Palmas_1",1.16,24.2,"Temp2",20.5
"719","Red",1367,2018,"Palmas","Palm18","Palmas_2",1.71,24.8,"Temp2",21.8
"720","Red",1363,2018,"Palmas","Palm18","Palmas_3",1.43,23.6,"Temp2",19.8
"721","Red",1402,2018,"Palmas","Palm18","Palmas_4",1.51,24,"Temp2",20.8
"722","Red",1390,2018,"Palmas","Palm18","Palmas_5",1.52,25,"Temp2",18.8
"723","Red",1358,2018,"Palmas","Palm18","Palmas_6",1.51,25.7,"Temp2",22.2
"724","Red",1392,2018,"Palmas","Palm18","Palmas_7",1.53,24.8,"Temp2",22.6
"725","Red",1393,2018,"Palmas","Palm18","Palmas_8",1.49,27.3,"Temp2",21.6
"726","Red",1352,2018,"Palmas","Palm18","Palmas_9",1.65,24.9,"Temp2",20.6
"727","Red",1360,2018,"Palmas","Palm18","Palmas_10",1.23,22.8,"Temp2",22
"728","Red",1389,2018,"Palmas","Palm18","Palmas_11",1.5,23.3,"Temp2",21.6
"729","Red",1514,2018,"LagLon","LagLon18","LagLon_1",1.23,23.1,"Temp2",22.2
"730","Red",1468,2018,"LagLon","LagLon18","LagLon_2",1.31,23.8,"Temp2",20.9
"731","Red",1456,2018,"LagLon","LagLon18","LagLon_3",1.36,24.7,"Temp2",22.1
"732","Red",1433,2018,"LagLon","LagLon18","LagLon_4",1.44,24.8,"Temp2",17.8
"733","Red",1524,2018,"LagLon","LagLon18","LagLon_5",1.46,25.3,"Temp2",22.1
"734","Red",1492,2018,"LagLon","LagLon18","LagLon_6",1.59,25.9,"Temp2",21
"735","Red",1457,2018,"LagLon","LagLon18","LagLon_7",1.6,25,"Temp2",21.2
"736","Red",1454,2018,"LagLon","LagLon18","LagLon_8",1.63,24.1,"Temp2",29
"737","Red",1479,2018,"LagLon","LagLon18","LagLon_9",1.65,25.2,"Temp2",22.3
"738","Red",1490,2018,"LagLon","LagLon18","LagLon_10",1.86,27.9,"Temp2",21.2
"739","Red",1523,2018,"LagLon","LagLon18","LagLon_11",1.86,25.8,"Temp2",20.2
"740","Red",1518,2018,"LagLon","LagLon18","LagLon_12",1.91,27.8,"Temp2",19.9
"741","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1",1.95,24.19,"Temp2",21
"742","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2",1.3,19.6,"Temp2",19.2
"743","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3",0.95,17.47,"Temp2",21.3
"744","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4",1,18.59,"Temp2",21.8
"745","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5",1.55,20.46,"Temp2",21.5
"746","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6",1.1,19.01,"Temp2",22.3
"747","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7",1.1,19.36,"Temp2",19.7
"748","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8",1.2,18.64,"Temp2",21.6
"749","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9",1.1,17.95,"Temp2",22.9
"750","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10",1.1,18.75,"Temp2",22.1
"751","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11",1.2,19.39,"Temp2",21
"752","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp1",26.2
"753","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp1",28.9
"754","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp2",24.8
"755","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp2",26.6
"756","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3",0.7,19.1,"Temp2",24.8
"757","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp2",26.8
"758","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp2",26.3
"759","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp2",25.8
"760","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp2",25.3
"761","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp2",25.3
"762","Green",826,2018,"NvaLib","NvaLib18","NvaLib_1",NA,23.73,"Temp3",20.2
"763","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2",NA,30.61,"Temp3",22.3
"764","Green",727,2018,"NvaLib","NvaLib18","NvaLib_3",NA,25.18,"Temp3",25.5
"765","Green",835,2018,"NvaLib","NvaLib18","NvaLib_4",NA,23.34,"Temp3",23.8
"766","Green",828,2018,"NvaLib","NvaLib18","NvaLib_5",NA,23.49,"Temp3",23.9
"767","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6",NA,22.23,"Temp3",21.8
"768","Green",828,2018,"NvaLib","NvaLib18","NvaLib_7",NA,22.67,"Temp3",25.8
"769","Green",828,2018,"NvaLib","NvaLib18","NvaLib_8",NA,24.82,"Temp3",24.9
"770","Green",846,2018,"NvaLib","NvaLib18","NvaLib_9",NA,22.95,"Temp3",24.7
"771","Green",824,2018,"NvaLib","NvaLib18","NvaLib_10",NA,24.5,"Temp3",25
"772","Orange",700,2018,"Palestina","Pales18","Pal_1",1.2,24.01,"Temp3",25.6
"773","Orange",751,2018,"Palestina","Pales18","Pal_2",1.17,23.2,"Temp3",21.9
"774","Orange",746,2018,"Palestina","Pales18","Pal_3",0.97,23.14,"Temp3",22.4
"775","Orange",736,2018,"Palestina","Pales18","Pal_4",1.5,25.99,"Temp3",21.9
"776","Orange",733,2018,"Palestina","Pales18","Pal_5",1.31,23.69,"Temp3",24.4
"777","Orange",722,2018,"Palestina","Pales18","Pal_6",1.13,20.76,"Temp3",20.3
"778","Orange",728,2018,"Palestina","Pales18","Pal_7",1.6,26.43,"Temp3",24.6
"779","Orange",751,2018,"Palestina","Pales18","Pal_8",1.02,22.68,"Temp3",22.2
"780","Orange",752,2018,"Palestina","Pales18","Pal_9",1.24,24.25,"Temp3",24.6
"781","Orange",750,2018,"Palestina","Pales18","Pal_10",1.21,23.82,"Temp3",24.7
"782","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_1",0.95,22.81,"Temp3",18.8
"783","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_2",1.49,24.49,"Temp3",18.3
"784","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_3",1.36,24.41,"Temp3",19.7
"785","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_4",1.11,23.63,"Temp3",21.8
"786","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_5",1.18,24.43,"Temp3",18.4
"787","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_6",1.27,24.08,"Temp3",20.6
"788","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_7",1.32,24.9,"Temp3",20.1
"789","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_8",1.29,22.86,"Temp3",18
"790","Orange",854,2018,"SalUrb","SalUrb18","SalUrb_9",1.51,25.48,"Temp3",20
"791","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_10",1.27,23.37,"Temp3",20.6
"792","Yellow",1135,2018,"NBI","NBI18","NBravo_1",1.31,24.6,"Temp3",20.2
"793","Yellow",1087,2018,"NBI","NBI18","NBravo_2",1.14,24,"Temp3",18.1
"794","Yellow",1083,2018,"NBI","NBI18","NBravo_3",1.18,25.2,"Temp3",21.7
"795","Yellow",1144,2018,"NBI","NBI18","NBravo_4",1.12,22.4,"Temp3",20.3
"796","Yellow",1147,2018,"NBI","NBI18","NBravo_5",1.37,24.5,"Temp3",20.6
"797","Yellow",1193,2018,"NBI","NBI18","NBravo_6",1.22,22.8,"Temp3",22.7
"798","Yellow",1122,2018,"NBI","NBI18","NBravo_7",1.34,25.7,"Temp3",21.9
"799","Yellow",1130,2018,"NBI","NBI18","NBravo_8",1.36,25.4,"Temp3",17.9
"800","Yellow",1063,2018,"NBI","NBI18","NBravo_9",1.29,23.8,"Temp3",19.3
"801","Yellow",1127,2018,"NBI","NBI18","NBravo_10",1.56,27.4,"Temp3",19
"802","Yellow",1151,2018,"NBI","NBI18","NBravo_11",1.46,26,"Temp3",20.6
"803","Yellow",1199,2018,"NBI","NBI18","NBravo_12",1.94,27.69,"Temp3",14.9
"804","Yellow",1295,2018,"CINLib","CINLib18","CINvLib1",1.37,25.49,"Temp3",24
"805","Yellow",1291,2018,"CINLib","CINLib18","CINvLib2",1.03,22.64,"Temp3",24.3
"806","Yellow",1282,2018,"CINLib","CINLib18","CINvLib3",1.12,25.13,"Temp3",23.6
"807","Yellow",1268,2018,"CINLib","CINLib18","CINvLib4",1.05,24.67,"Temp3",24
"808","Yellow",1253,2018,"CINLib","CINLib18","CINvLib5",1.05,24.74,"Temp3",23.9
"809","Yellow",1201,2018,"CINLib","CINLib18","CINvLib6",1.13,25.53,"Temp3",23.3
"810","Yellow",1182,2018,"CINLib","CINLib18","CINvLib7",0.96,24.37,"Temp3",25
"811","Yellow",1155,2018,"CINLib","CINLib18","CINvLib8",0.84,23.05,"Temp3",24.1
"812","Yellow",1130,2018,"CINLib","CINLib18","CINvLib9",1.22,24.91,"Temp3",23.6
"813","Yellow",1125,2018,"CINLib","CINLib18","CINvLib10",0.69,22.25,"Temp3",24.5
"814","Yellow",1086,2018,"CINLib","CINLib18","CINvLib11",1.28,25.67,"Temp3",22.8
"815","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1",1.61,25.31,"Temp3",18.7
"816","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2",1.13,22.71,"Temp3",20.2
"817","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3",1.74,25.92,"Temp3",19.5
"818","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4",0.54,18.6,"Temp3",22.1
"819","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5",0.6,17.89,"Temp3",18.7
